Id,SalePrice
1461,113000.0
1462,160666.66666666666
1463,145581.33333333334
1464,193000.0
1465,229576.0
1466,174277.77777777778
1467,160000.0
1468,174277.77777777778
1469,177627.77777777778
1470,102700.0
1471,177627.77777777778
1472,92925.0
1473,92925.0
1474,146225.0
1475,132100.0
1476,530448.0
1477,249450.0
1478,306833.3333333333
1479,297556.14285714284
1480,410085.5
1481,431500.0
1482,229576.0
1483,185327.75
1484,202921.2
1485,180400.0
1486,201925.0
1487,369900.0
1488,249450.0
1489,225380.0
1490,216500.0
1491,189500.0
1492,78300.0
1493,184666.66666666666
1494,336527.375
1495,369900.0
1496,211007.55555555556
1497,201707.14285714287
1498,148388.0
1499,148388.0
1500,124000.0
1501,176500.0
1502,148388.0
1503,392000.0
1504,230000.0
1505,211007.55555555556
1506,210089.14285714287
1507,237916.66666666666
1508,194100.0
1509,164828.57142857142
1510,158375.0
1511,158375.0
1512,135250.88888888888
1513,145850.0
1514,207500.0
1515,174033.33333333334
1516,157916.66666666666
1517,159066.66666666666
1518,148571.42857142858
1519,225380.0
1520,138100.0
1521,154000.0
1522,157916.66666666666
1523,99000.0
1524,122000.0
1525,122000.0
1526,118250.0
1527,82728.5
1528,113444.44444444444
1529,133350.0
1530,181430.0
1531,139625.0
1532,105266.66666666667
1533,102500.0
1534,113200.8
1535,145381.55555555556
1536,109316.66666666667
1537,82728.5
1538,167400.0
1539,247544.44444444444
1540,91500.0
1541,210000.0
1542,145381.55555555556
1543,260653.125
1544,113000.0
1545,75166.66666666667
1546,110677.77777777778
1547,139625.0
1548,129650.0
1549,110677.77777777778
1550,145581.33333333334
1551,119120.0
1552,173190.0
1553,130496.875
1554,154900.0
1555,155750.0
1556,75166.66666666667
1557,129650.0
1558,88833.33333333333
1559,139625.0
1560,145581.33333333334
1561,137650.0
1562,132983.33333333334
1563,127612.5
1564,160926.33333333334
1565,173190.0
1566,211007.55555555556
1567,82655.55555555556
1568,237916.66666666666
1569,145381.55555555556
1570,110677.77777777778
1571,139625.0
1572,139000.0
1573,279900.0
1574,140250.0
1575,187712.5
1576,237916.66666666666
1577,225380.0
1578,210000.0
1579,145750.0
1580,189500.0
1581,131483.33333333334
1582,118750.0
1583,305940.5
1584,238042.85714285713
1585,139300.0
1586,61500.0
1587,88833.33333333333
1588,158375.0
1589,101033.33333333333
1590,151825.0
1591,121490.0
1592,85000.0
1593,113444.44444444444
1594,104250.0
1595,139625.0
1596,288322.71428571426
1597,135250.88888888888
1598,167971.42857142858
1599,206700.0
1600,206700.0
1601,82655.55555555556
1602,110677.77777777778
1603,101033.33333333333
1604,297556.14285714284
1605,263407.22222222225
1606,176528.57142857142
1607,210089.14285714287
1608,225380.0
1609,225380.0
1610,173166.66666666666
1611,149833.33333333334
1612,173166.66666666666
1613,170087.5
1614,128550.0
1615,71414.28571428571
1616,71414.28571428571
1617,71414.28571428571
1618,132983.33333333334
1619,138765.7142857143
1620,173166.66666666666
1621,145750.0
1622,151600.0
1623,231444.44444444444
1624,237916.66666666666
1625,113444.44444444444
1626,181430.0
1627,174277.77777777778
1628,278356.5
1629,167971.42857142858
1630,279500.0
1631,231444.44444444444
1632,231444.44444444444
1633,180400.0
1634,179660.0
1635,174277.77777777778
1636,159066.66666666666
1637,173190.0
1638,223388.88888888888
1639,193000.0
1640,279000.0
1641,193000.0
1642,233200.0
1643,263407.22222222225
1644,230000.0
1645,159150.0
1646,143833.33333333334
1647,169675.0
1648,158375.0
1649,131483.33333333334
1650,117966.66666666667
1651,137250.0
1652,92925.0
1653,92925.0
1654,146225.0
1655,132100.0
1656,149000.0
1657,149000.0
1658,149000.0
1659,132100.0
1660,138765.7142857143
1661,410085.5
1662,530448.0
1663,427719.6666666667
1664,410085.5
1665,365434.4
1666,240166.66666666666
1667,305940.5
1668,325635.5
1669,306833.3333333333
1670,365434.4
1671,248059.25
1672,410085.5
1673,278356.5
1674,249450.0
1675,185327.75
1676,185327.75
1677,225380.0
1678,410085.5
1679,387250.0
1680,362935.71428571426
1681,288633.14285714284
1682,297556.14285714284
1683,177627.77777777778
1684,180400.0
1685,163990.0
1686,163239.85714285713
1687,180400.0
1688,189500.0
1689,189500.0
1690,180400.0
1691,162800.0
1692,278356.5
1693,180400.0
1694,163990.0
1695,180400.0
1696,279000.0
1697,180400.0
1698,305940.5
1699,387250.0
1700,223388.88888888888
1701,247544.44444444444
1702,249450.0
1703,270152.125
1704,270152.125
1705,392000.0
1706,410085.5
1707,225380.0
1708,225380.0
1709,306833.3333333333
1710,229576.0
1711,206700.0
1712,301500.0
1713,279900.0
1714,220044.44444444444
1715,201707.14285714287
1716,190091.25
1717,202921.2
1718,159066.66666666666
1719,201925.0
1720,270152.125
1721,177627.77777777778
1722,160926.33333333334
1723,160926.33333333334
1724,225380.0
1725,223388.88888888888
1726,190937.5
1727,176528.57142857142
1728,180400.0
1729,165600.0
1730,194100.0
1731,141983.33333333334
1732,130633.33333333333
1733,127612.5
1734,141983.33333333334
1735,132983.33333333334
1736,113000.0
1737,369900.0
1738,233200.0
1739,340180.0
1740,216500.0
1741,185327.75
1742,168500.0
1743,186250.0
1744,344779.25
1745,301500.0
1746,325600.0
1747,238042.85714285713
1748,237916.66666666666
1749,140250.0
1750,160666.66666666666
1751,223388.88888888888
1752,127612.5
1753,135250.88888888888
1754,199700.0
1755,160666.66666666666
1756,110502.0
1757,127612.5
1758,170087.5
1759,159150.0
1760,102500.0
1761,170087.5
1762,145581.33333333334
1763,184666.66666666666
1764,122000.0
1765,181430.0
1766,157916.66666666666
1767,181430.0
1768,130180.0
1769,169675.0
1770,159066.66666666666
1771,154000.0
1772,102500.0
1773,167450.0
1774,173166.66666666666
1775,151825.0
1776,110677.77777777778
1777,113444.44444444444
1778,128244.44444444444
1779,110677.77777777778
1780,180400.0
1781,128244.44444444444
1782,82655.55555555556
1783,113200.8
1784,101033.33333333333
1785,109316.66666666667
1786,145581.33333333334
1787,198925.0
1788,82655.55555555556
1789,73000.0
1790,82655.55555555556
1791,194100.0
1792,140000.0
1793,151825.0
1794,148340.0
1795,143833.33333333334
1796,136650.0
1797,130550.0
1798,130180.0
1799,113444.44444444444
1800,136650.0
1801,145381.55555555556
1802,193000.0
1803,145850.0
1804,138765.7142857143
1805,151825.0
1806,154900.0
1807,218666.66666666666
1808,127571.42857142857
1809,130496.875
1810,145581.33333333334
1811,104250.0
1812,129650.0
1813,141000.0
1814,88966.66666666667
1815,53750.0
1816,88833.33333333333
1817,108400.0
1818,139625.0
1819,154900.0
1820,74400.0
1821,129650.0
1822,210000.0
1823,61500.0
1824,129650.0
1825,104250.0
1826,75166.66666666667
1827,105266.66666666667
1828,129650.0
1829,109316.66666666667
1830,145850.0
1831,191214.2857142857
1832,116250.0
1833,91500.0
1834,130496.875
1835,201925.0
1836,129650.0
1837,74400.0
1838,139625.0
1839,82655.55555555556
1840,160926.33333333334
1841,128244.44444444444
1842,88833.33333333333
1843,131483.33333333334
1844,139300.0
1845,104250.0
1846,143833.33333333334
1847,139625.0
1848,53750.0
1849,90960.0
1850,130180.0
1851,129650.0
1852,128244.44444444444
1853,151625.0
1854,177627.77777777778
1855,148340.0
1856,222575.0
1857,173190.0
1858,148571.42857142858
1859,135250.88888888888
1860,160926.33333333334
1861,135250.88888888888
1862,199700.0
1863,199700.0
1864,199700.0
1865,306833.3333333333
1866,325635.5
1867,248370.125
1868,297556.14285714284
1869,190091.25
1870,206700.0
1871,281115.75
1872,173342.77777777778
1873,233200.0
1874,141983.33333333334
1875,190333.33333333334
1876,194100.0
1877,183175.0
1878,211007.55555555556
1879,125100.0
1880,131333.33333333334
1881,220044.44444444444
1882,247544.44444444444
1883,201707.14285714287
1884,233200.0
1885,231444.44444444444
1886,281115.75
1887,187712.5
1888,270152.125
1889,173342.77777777778
1890,140100.0
1891,139300.0
1892,117966.66666666667
1893,128244.44444444444
1894,132500.0
1895,132500.0
1896,160000.0
1897,160000.0
1898,113200.8
1899,78300.0
1900,162800.0
1901,173190.0
1902,102500.0
1903,199700.0
1904,140333.33333333334
1905,184666.66666666666
1906,145381.55555555556
1907,252621.25
1908,124000.0
1909,124000.0
1910,124000.0
1911,194100.0
1912,236083.7142857143
1913,108400.0
1914,53750.0
1915,344779.25
1916,88966.66666666667
1917,369900.0
1918,118316.66666666667
1919,180000.0
1920,173166.66666666666
1921,427719.6666666667
1922,306833.3333333333
1923,203093.75
1924,248059.25
1925,269790.0
1926,362935.71428571426
1927,151625.0
1928,173190.0
1929,127612.5
1930,136650.0
1931,145750.0
1932,145750.0
1933,173190.0
1934,193000.0
1935,165600.0
1936,174277.77777777778
1937,174277.77777777778
1938,160926.33333333334
1939,281115.75
1940,229576.0
1941,174277.77777777778
1942,190937.5
1943,229576.0
1944,305940.5
1945,362935.71428571426
1946,157916.66666666666
1947,288633.14285714284
1948,157916.66666666666
1949,235000.0
1950,187712.5
1951,236083.7142857143
1952,301500.0
1953,162900.0
1954,199700.0
1955,118750.0
1956,288322.71428571426
1957,146225.0
1958,336527.375
1959,135250.88888888888
1960,121490.0
1961,118750.0
1962,92925.0
1963,92925.0
1964,118316.66666666667
1965,146225.0
1966,132100.0
1967,240166.66666666666
1968,431500.0
1969,362935.71428571426
1970,410085.5
1971,410085.5
1972,336452.75
1973,278356.5
1974,305940.5
1975,410085.5
1976,270152.125
1977,336527.375
1978,305940.5
1979,362935.71428571426
1980,177627.77777777778
1981,365434.4
1982,229576.0
1983,229576.0
1984,167971.42857142858
1985,183175.0
1986,174950.0
1987,225380.0
1988,163990.0
1989,234000.0
1990,220000.0
1991,225380.0
1992,201925.0
1993,140500.0
1994,199700.0
1995,189500.0
1996,247544.44444444444
1997,325635.5
1998,387250.0
1999,238042.85714285713
2000,336527.375
2001,223388.88888888888
2002,220044.44444444444
2003,230000.0
2004,263407.22222222225
2005,281115.75
2006,229576.0
2007,270152.125
2008,225380.0
2009,190937.5
2010,189500.0
2011,159066.66666666666
2012,202921.2
2013,179660.0
2014,190937.5
2015,189500.0
2016,190937.5
2017,217767.85714285713
2018,118250.0
2019,132983.33333333334
2020,105000.0
2021,127612.5
2022,181430.0
2023,145581.33333333334
2024,237916.66666666666
2025,410085.5
2026,177627.77777777778
2027,124000.0
2028,140500.0
2029,173342.77777777778
2030,288633.14285714284
2031,288633.14285714284
2032,288633.14285714284
2033,288633.14285714284
2034,162800.0
2035,217767.85714285713
2036,167400.0
2037,167400.0
2038,410085.5
2039,183120.0
2040,410085.5
2041,344779.25
2042,201925.0
2043,181430.0
2044,132000.0
2045,171000.0
2046,135250.88888888888
2047,135250.88888888888
2048,138765.7142857143
2049,148571.42857142858
2050,169675.0
2051,88833.33333333333
2052,133350.0
2053,138100.0
2054,71414.28571428571
2055,135250.88888888888
2056,120600.0
2057,130180.0
2058,237916.66666666666
2059,167450.0
2060,145381.55555555556
2061,157916.66666666666
2062,130180.0
2063,88833.33333333333
2064,158375.0
2065,118250.0
2066,252621.25
2067,104250.0
2068,135250.88888888888
2069,88966.66666666667
2070,105266.66666666667
2071,82655.55555555556
2072,173190.0
2073,118750.0
2074,177627.77777777778
2075,143833.33333333334
2076,130550.0
2077,154000.0
2078,138100.0
2079,127571.42857142857
2080,122000.0
2081,120600.0
2082,137650.0
2083,135250.88888888888
2084,113444.44444444444
2085,138100.0
2086,136650.0
2087,127571.42857142857
